label_name	head	relation	tail	response
trumpet	trumpet	is a type of	brass wind instrument family	Yes.
other sourceless	other sourceless	has subtype	effect	Yes.
talking	talking	has sibling	human voice	Yes.
car	car	caused by	engine	Yes.
house music	house music	has sibling	electronic music	Yes.
plucked string instrument	plucked string instrument	has subtype	mandolin	Yes.
drum	drum	associated with environment	music studio	Yes.
lawn mower	lawn mower	belongs to class	engine	Yes.
sniggering	sniggering	occurs in	cafe or restaurant	Yes.
rumble	rumble	part of scene	earthquake	Yes.
shouting	shouting	has parent	human non-speech sounds	Yes.
fire alarm ringing	fire alarm ringing	occurs in	bar nightclub	Yes.
crowd	crowd	occurs in	parade	Yes.
whistling	whistling	is a type of	vocal	Yes.
accordion	accordion	used for	music	Yes.
chant	chant	is a type of	vocal	Yes.
music mood	music mood	has subtype	exciting music	Yes.
train wheels squealing	train wheels squealing	occurs in	train station	Yes.
dishwasher	dishwasher	part of scene	kitchen	Yes.
chuckling and chortling	chuckling and chortling	has parent	laughing	Yes.
fox barking	fox barking	has sibling	wild animal	Yes.
hammering	hammering	occurs in	construction zone center room	Yes.
acoustic environment	acoustic environment	has children	reverberation	Yes.
announcement speech	announcement speech	occurs in	metro station	Yes.
co detector	co detector	occurs in	library	Yes.
music	music	scene contains	music gallery	Yes.
marching	marching	occurs in	parade	Yes.
beat	beat	temporal component of	music	Yes.
raindrop	raindrop	part of scene	waterfall	Yes.
maraca	maraca	has subtype	string instrument	Yes.
grinding	grinding	originates from	vehicle engine	Yes.
powered saw	powered saw	occurs in	residential area	Yes.
rain	rain	has parent	water natural	Yes.
source-ambiguous sounds	source-ambiguous sounds	has children	generic impact sounds	Yes.
car wheel rolling	car wheel rolling	originates from	vehicle	Yes.
lions or tigers	lions or tigers	produces	roar	Yes.
heart murmur	heart murmur	belongs to class	heart sounds heartbeat	Yes.
fly housefly	fly housefly	is sound of	buzzing	Yes.
baby crying	baby crying	occurs in	bus interior	Yes.
bang	bang	occurs in	firework	Yes.
police car siren ringing	police car siren ringing	has parent	vehicle siren ringing	Yes.
animal	animal	occurs in	farm	Yes.
bowed string instrument	bowed string instrument	caused by	player	Yes.
car passing by	car passing by	belongs to class	vehicle passing by	Yes.
electric piano	electric piano	has sibling	piano	Yes.
drum	drum	has subtype	percussion	Yes.
raindrop	raindrop	described by	a small droplet of water falling from the sky	Yes.
aircraft	aircraft	associated with environment	airspace	Yes.
ringtone	ringtone	occurs in	smartphone ring	Yes.
belly laugh	belly laugh	perceived as	joyful	Yes.
bicycle bell	bicycle bell	performed by	mechanical device	Yes.
bird	bird	has children	penguins braying	Yes.
bus engine accelerating	bus engine accelerating	has parent	bus engine	Yes.
microwave oven	microwave oven	has parent	domestic sounds	Yes.
engine	engine	has subtype	propeller airscrew	Yes.
tapping	tapping	temporal component of	drumming	Yes.
salsa music	salsa music	belongs to class	music genre	Yes.
outdoor environment	outdoor environment	occurs in	bus interior	Yes.
snare drum	snare drum	belongs to class	musical instrument	Yes.
latin america music	latin america music	has children	funk carioca music	Yes.
dog baying	dog baying	has sibling	dog	Yes.
tornado	tornado	is a type of	weather event	Yes.
turkey gobble	turkey gobble	overlaps with	turkey call	Yes.
keyboard typing	keyboard typing	belongs to class	domestic sounds	Yes.
coffee machine	coffee machine	occurs in	cafe or restaurant	Yes.
gush	gush	overlaps with	splashing water	Yes.
vehicle horn	vehicle horn	perceived as	warning	Yes.
chatter	chatter	part of scene	social gathering	Yes.
air brake	air brake	generated by	road condition	Yes.
clarinet	clarinet	has subtype	instrument	Yes.
djembe	djembe	localized in	cultural event	Yes.
sound of things	sound of things	has subtype	truck engine idling	Yes.
guiro	guiro	belongs to class	music	Yes.
raindrop	raindrop	occurs in	mudslide	Yes.
road vehicle	road vehicle	has subtype	bus engine idling	Yes.
crow caw	crow caw	localized in	forest	Yes.
gong	gong	localized in	theater	Yes.
castanets	castanets	described by	a musical instrument used in latin american dance	Yes.
cow lowing	cow lowing	localized in	barn	Yes.
airplane	airplane	is a type of	short-haul aircraft	Yes.
domestic sounds	domestic sounds	has children	water domestic	Yes.
fireworks	fireworks	originates from	fireworks factory	Yes.
fowl animal	fowl animal	belongs to class	farm animal	Yes.
bongos	bongos	part of scene	dance performance	Yes.
cornet	cornet	belongs to class	musical instrument	Yes.
mosquito	mosquito	occurs in	home	Yes.
traffic noise	traffic noise	occurs in	street	Yes.
human voice	human voice	has children	crying	Yes.
printer	printer	belongs to class	things	Yes.
trombone	trombone	emitted by	band	Yes.
electronica	electronica	described by	a genre of music characterized by synthesized sounds and electronic instruments	Yes.
harp	harp	part of scene	music instrument	Yes.
tick-tock	tick-tock	generated by	clock	Yes.
emergency vehicle	emergency vehicle	occurs in	open-air market	Yes.
oboe	oboe	has subtype	woodwind	Yes.
outdoor environment	outdoor environment	has subtype	outdoor rural or natural	Yes.
chant	chant	associated with event	political rally	Yes.
sound of things	sound of things	has subtype	arc welding	Yes.
car wheel rolling	car wheel rolling	occurs in	busy street	Yes.
clicking	clicking	localized in	computer keyboard	Yes.
rustling leaves	rustling leaves	performed by	wind	Yes.
percussion	percussion	has subtype	hi-hat	Yes.
baltimore oriole calling	baltimore oriole calling	occurs in	forest	Yes.
natural sounds	natural sounds	has subtype	rain	Yes.
bagpipes	bagpipes	associated with environment	festival	Yes.
africa music	africa music	has children	kwaito music	Yes.
door domestic	door domestic	event composed of	lock turning	Yes.
hum	hum	described by	a	Yes.
music	music	has subtype	cowbell	Yes.
folk music	folk music	belongs to class	music genre	Yes.
sonic boom	sonic boom	has sibling	explosion	Yes.
drum	drum	has children	timpani	Yes.
sonar	sonar	affects	marine navigation	Yes.
sound of things	sound of things	has subtype	bus wheel rolling	Yes.
bathroom ventilation fan	bathroom ventilation fan	event composed of	air movement	Yes.
mantra	mantra	used for	self-improvement	Yes.
fusillade	fusillade	overlaps with	gunfire	Yes.
bicycle	bicycle	generated by	mechanical	Yes.
singing	singing	belongs to class	vocalization	Yes.
applause	applause	precedes	applause end of race	Yes.
erhu	erhu	transcribed as	a musical instrument used in chinese orchestras	Yes.
trombone	trombone	localized in	concert stage	Yes.
ukulele	ukulele	transcribed as	strumming	Yes.
tools	tools	has subtype	pulleys	Yes.
ambulance siren ringing	ambulance siren ringing	occurs in	residential area	Yes.
dog	dog	warns about	growling	Yes.
harmonica	harmonica	responds to	musical instrument category	Yes.
cattle or bovinae	cattle or bovinae	originates from	farm	Yes.
sound equipment	sound equipment	has children	unit	Yes.
maraca	maraca	has subtype	percussion instrument	Yes.
metronome	metronome	has parent	things	Yes.
sound of things	sound of things	has subtype	power tool	Yes.
pizzicato	pizzicato	is a type of	musical	Yes.
rumble	rumble	warns about	avalanche	Yes.
crying	crying	has duration	short	Yes.
vacuum cleaner	vacuum cleaner	occurs in	home	Yes.
lions or tigers roaring	lions or tigers roaring	belongs to class	animal	Yes.
hi-hat	hi-hat	precedes	music start	Yes.
theremin	theremin	belongs to class	musical instrument	Yes.
crunch	crunch	belongs to class	onomatopoeia	Yes.
whistle	whistle	emitted by	lifeguard	Yes.
wild animal	wild animal	has subtype	fly housefly	Yes.
foghorn ringing	foghorn ringing	warns about	impending threat	Yes.
wood block	wood block	has parent	percussion	Yes.
raindrop	raindrop	occurs in	rainstorm	Yes.
drinking	drinking	has parent	digestive	Yes.
knock	knock	described by	a sharp, short sound made by someone at the door	Yes.
bathroom sounds	bathroom sounds	has subtype	toothbrush	Yes.
chuckling and chortling	chuckling and chortling	occurs in	social gathering	Yes.
vinyl scratching	vinyl scratching	has sibling	musical instrument	Yes.
elephant trumpeting	elephant trumpeting	warns about	habitat destruction	Yes.
harmonic	harmonic	warns about	musical note	Yes.
civil defense siren ringing	civil defense siren ringing	precedes	evacuation	Yes.
glass break	glass break	has sibling	glass	Yes.
wheeze	wheeze	occurs in	home	Yes.
piano	piano	overlaps with	jazz music	Yes.
large vehicle	large vehicle	part of scene	highway	Yes.
tools	tools	has children	jackhammer	Yes.
animal	animal	is sound of	goat	Yes.
washboard	washboard	is a type of	musical instrument	Yes.
chant	chant	event composed of	singing voice	Yes.
chuckling and chortling	chuckling and chortling	occurs in	kitchen	Yes.
sliding door	sliding door	localized in	office	Yes.
crowd	crowd	can be heard in	sports arena	Yes.
speech	speech	localized in	meeting room	Yes.
coughing	coughing	entails event	respiratory problem	Yes.
monologue	monologue	belongs to class	human sounds	Yes.
ukulele	ukulele	is instance of	stringed instrument	Yes.
maraca	maraca	occurs in	music festival	Yes.
trumpet	trumpet	co-occurs with	military ceremony	Yes.
crunch	crunch	can be heard in	hiking trail	Yes.
bus	bus	described by	a vehicle used for public transportation in many cities and countries, often with multiple doors and seating	Yes.
song	song	overlaps with	singing group	Yes.
horse nicker	horse nicker	has sibling	horse	Yes.
sound of things	sound of things	has subtype	coin dropping	Yes.
sewing machine	sewing machine	belongs to class	light engine (high frequency)	Yes.
video game/tv	video game/tv	has sibling	domestic sounds	Yes.
horse clip-clop	horse clip-clop	localized in	stable	Yes.
saxophone	saxophone	overlaps with	jazz improvisation	Yes.
coyote howling	coyote howling	belongs to class	animal	Yes.
large vehicle	large vehicle	can be heard in	construction site	Yes.
lawn mower	lawn mower	occurs in	residential area	Yes.
field recording	field recording	belongs to class	reproduction	Yes.
radio	radio	generated by	transmitter	Yes.
whistle	whistle	emitted by	person	Yes.
new-age music	new-age music	belongs to class	music	Yes.
snare drum	snare drum	event composed of	drumbeat	Yes.
drum	drum	is a type of	musical instrument	Yes.
deformable shell	deformable shell	has children	tearing	Yes.
channel environment and background	channel environment and background	has subtype	vibration	Yes.
playing tennis	playing tennis	belongs to class	human activities	Yes.
music genre	music genre	has subtype	pop music	Yes.
sound of things	sound of things	has subtype	dental drill	Yes.
gong	gong	is a type of	metal	Yes.
whoosh swoosh swish	whoosh swoosh swish	described by	a sharp sound made by a car door	Yes.
donkey	donkey	event composed of	braying	Yes.
playing volleyball	playing volleyball	belongs to class	human activities	Yes.
music	music	has subtype	wind or woodwind instrument	Yes.
hose pump	hose pump	has duration	short	Yes.
lullaby	lullaby	described by	a peaceful, calming sound for babies	Yes.
rustle	rustle	is a type of	leaf	Yes.
harmonica	harmonica	is a type of	stringed instrument	Yes.
whale calling	whale calling	belongs to class	wild animal	Yes.
human voice	human voice	has children	yawning	Yes.
washing machine	washing machine	generated by	clothes	Yes.
mosquito	mosquito	described by	a small, flying insect with a buzzing sound	Yes.
chimpanzee	chimpanzee	localized in	jungle	Yes.
buzzer ringing	buzzer ringing	has parent	alarm signal	Yes.
clatter	clatter	event composed of	footsteps on floor	Yes.
wild animal	wild animal	has children	coyote howling	Yes.
engine idling	engine idling	has children	truck engine idling	Yes.
hail	hail	has parent	natural sounds	Yes.
office sounds	office sounds	has subtype	mouse click	Yes.
insect	insect	occurs in	meadow	Yes.
smoke alarm	smoke alarm	occurs in	library	Yes.
baby laughing	baby laughing	occurs in	home	Yes.
train wheels squealing	train wheels squealing	belongs to class	vehicle	Yes.
civil defense siren ringing	civil defense siren ringing	has sibling	siren ringing	Yes.
echo	echo	has sibling	acoustic environment	Yes.
eruption	eruption	has sibling	explosion	Yes.
didgeridoo	didgeridoo	has sibling	musical instrument	Yes.
horse nicker	horse nicker	produced during	training	Yes.
firecracker	firecracker	produced during	new year celebrations	Yes.
door slam	door slam	belongs to class	domestic sounds	Yes.
cello	cello	is a type of	musical instrument	Yes.
pheasant crowing	pheasant crowing	overlaps with	bird song	Yes.
domestic sounds	domestic sounds	has subtype	door knock	Yes.
fireworks	fireworks	caused by	chemical reaction	Yes.
crunch	crunch	associated with environment	pebbles	Yes.
washboard	washboard	belongs to class	string instrument	Yes.
video game	video game	occurs in	home	Yes.
screech	screech	produces	warning signal	Yes.
music mood	music mood	is instance of	musical instrument family	Yes.
thump or thud	thump or thud	has subtype	clunk	Yes.
fire	fire	occurs in	wildfire	Yes.
oboe	oboe	produced during	playing	Yes.
ukulele	ukulele	has duration	short	Yes.
onomatopoeia	onomatopoeia	has children	creak	Yes.
trumpet	trumpet	warns about	emergency warning signal	Yes.
natural sounds	natural sounds	has subtype	rustling leaves	Yes.
microwave oven	microwave oven	produced during	reheating	Yes.
wind or woodwind instrument	wind or woodwind instrument	has subtype	bassoon	Yes.
baby babbling	baby babbling	occurs in	cafe or restaurant	Yes.
announcement	announcement	precedes	stock market announcement	Yes.
whistling	whistling	performed by	dog	Yes.
cymbal	cymbal	originates from	drumstick	Yes.
chant	chant	occurs in	concert	Yes.
mosquito	mosquito	associated with environment	grassland	Yes.
horse	horse	occurs in	race track	Yes.
air horn or truck horn	air horn or truck horn	has duration	long	Yes.
wild animal	wild animal	has subtype	black capped chickadee calling	Yes.
large crowd	large crowd	occurs in	open-air market	Yes.
percussion	percussion	is variant of	cymbal	Yes.
clavinet	clavinet	precedes	playing music	Yes.
piano	piano	is a type of	percussion instrument	Yes.
trombone	trombone	can be heard in	jazz club	Yes.
clarinet	clarinet	originates from	instrument	Yes.
road vehicle	road vehicle	has subtype	motorcycle brake	Yes.
